,number,value,datetime_start,datetime_complete,duration,params_clip_range,params_ent_coef,params_gamma,state
0,0,-14171.576460812632,2025-07-27 00:57:08.306578,2025-07-27 00:59:24.415969,0 days 00:02:16.109391,0.3,1e-05,0.999,COMPLETE
1,1,-276367.92801982595,2025-07-27 00:59:24.416734,2025-07-27 00:59:47.754476,0 days 00:00:23.337742,0.3,0.001,0.99,COMPLETE
2,2,-13040.126192791231,2025-07-27 00:59:47.754856,2025-07-27 01:00:41.594591,0 days 00:00:53.839735,0.1,0.01,0.9999,COMPLETE
3,3,-144237.06517960655,2025-07-27 01:00:41.595058,2025-07-27 01:01:28.999839,0 days 00:00:47.404781,0.1,1e-05,0.99,COMPLETE
4,4,5584.079289941276,2025-07-27 01:01:29.000213,2025-07-27 01:02:03.239071,0 days 00:00:34.238858,0.3,0.01,0.9999,COMPLETE
5,5,-615.3357144778809,2025-07-27 01:02:03.240425,2025-07-27 01:02:39.050980,0 days 00:00:35.810555,0.3,0.01,0.99,COMPLETE
6,6,-144237.06517960655,2025-07-27 01:02:39.051396,2025-07-27 01:03:26.630065,0 days 00:00:47.578669,0.1,1e-05,0.99,COMPLETE
7,7,1240.721024228901,2025-07-27 01:03:26.630926,2025-07-27 01:03:52.101600,0 days 00:00:25.470674,0.2,0.01,0.9999,COMPLETE
8,8,52226.95759078588,2025-07-27 01:03:52.102003,2025-07-27 01:05:00.937350,0 days 00:01:08.835347,0.2,1e-05,0.999,COMPLETE
9,9,-139027.17846845527,2025-07-27 01:05:00.938093,2025-07-27 01:05:40.311887,0 days 00:00:39.373794,0.3,1e-05,0.99,COMPLETE
10,10,34664.3202978168,2025-07-27 01:05:40.312267,2025-07-27 01:05:53.463917,0 days 00:00:13.151650,0.2,0.001,0.999,COMPLETE
11,11,34664.3202978168,2025-07-27 01:05:53.464316,2025-07-27 01:06:06.653054,0 days 00:00:13.188738,0.2,0.001,0.999,COMPLETE
12,12,34664.3202978168,2025-07-27 01:06:06.653464,2025-07-27 01:06:19.766886,0 days 00:00:13.113422,0.2,0.001,0.999,COMPLETE
13,13,34664.3202978168,2025-07-27 01:06:19.767256,2025-07-27 01:06:32.840766,0 days 00:00:13.073510,0.2,0.001,0.999,COMPLETE
14,14,34664.3202978168,2025-07-27 01:06:32.841247,2025-07-27 01:06:46.032780,0 days 00:00:13.191533,0.2,0.001,0.999,COMPLETE
15,15,52226.95759078588,2025-07-27 01:06:46.033305,2025-07-27 01:07:54.867377,0 days 00:01:08.834072,0.2,1e-05,0.999,COMPLETE
16,16,52226.95759078588,2025-07-27 01:07:54.867868,2025-07-27 01:09:03.925419,0 days 00:01:09.057551,0.2,1e-05,0.999,COMPLETE
17,17,52226.95759078588,2025-07-27 01:09:03.926071,2025-07-27 01:10:12.574702,0 days 00:01:08.648631,0.2,1e-05,0.999,COMPLETE
18,18,52226.95759078588,2025-07-27 01:10:12.575091,2025-07-27 01:11:21.285172,0 days 00:01:08.710081,0.2,1e-05,0.999,COMPLETE
19,19,52226.95759078588,2025-07-27 01:11:21.285708,2025-07-27 01:12:30.398580,0 days 00:01:09.112872,0.2,1e-05,0.999,COMPLETE
