,number,value,datetime_start,datetime_complete,duration,params_clip_range,params_ent_coef,params_gamma,state
0,0,3515.215264527151,2025-07-27 09:13:25.230337,2025-07-27 09:14:51.610294,0 days 00:01:26.379957,0.1,1e-05,0.99,COMPLETE
1,1,683.9944247519862,2025-07-27 09:14:51.611100,2025-07-27 09:16:19.355457,0 days 00:01:27.744357,0.2,0.01,0.9999,COMPLETE
2,2,4505.867608826521,2025-07-27 09:16:19.356297,2025-07-27 09:17:46.253796,0 days 00:01:26.897499,0.1,0.01,0.99,COMPLETE
3,3,5416.618006409739,2025-07-27 09:17:46.255559,2025-07-27 09:20:35.392453,0 days 00:02:49.136894,0.1,1e-05,0.999,COMPLETE
4,4,683.9944247519862,2025-07-27 09:20:35.394100,2025-07-27 09:22:18.070373,0 days 00:01:42.676273,0.1,0.001,0.9999,COMPLETE
5,5,683.9944247519862,2025-07-27 09:22:18.070745,2025-07-27 09:23:44.413288,0 days 00:01:26.342543,0.2,1e-05,0.9999,COMPLETE
6,6,683.9944247519862,2025-07-27 09:23:44.414097,2025-07-27 09:25:27.145081,0 days 00:01:42.730984,0.1,0.01,0.999,COMPLETE
7,7,683.9944247519862,2025-07-27 09:25:27.145889,2025-07-27 09:26:53.639298,0 days 00:01:26.493409,0.2,1e-05,0.9999,COMPLETE
8,8,6267.851152655825,2025-07-27 09:26:53.639826,2025-07-27 09:28:19.910217,0 days 00:01:26.270391,0.3,1e-05,0.99,COMPLETE
9,9,3475.576875774744,2025-07-27 09:28:19.910893,2025-07-27 09:31:39.740818,0 days 00:03:19.829925,0.3,0.001,0.9999,COMPLETE
10,10,6267.851152655825,2025-07-27 09:31:39.741712,2025-07-27 09:33:06.110435,0 days 00:01:26.368723,0.3,1e-05,0.99,COMPLETE
11,11,6267.851152655825,2025-07-27 09:33:06.151701,2025-07-27 09:34:32.673063,0 days 00:01:26.521362,0.3,1e-05,0.99,COMPLETE
12,12,6267.851152655825,2025-07-27 09:34:32.673983,2025-07-27 09:35:58.969076,0 days 00:01:26.295093,0.3,1e-05,0.99,COMPLETE
13,13,6267.851152655825,2025-07-27 09:35:58.969995,2025-07-27 09:37:25.117596,0 days 00:01:26.147601,0.3,1e-05,0.99,COMPLETE
14,14,36604.5637943487,2025-07-27 09:37:25.118465,2025-07-27 09:39:04.551671,0 days 00:01:39.433206,0.3,0.001,0.99,COMPLETE
15,15,36604.5637943487,2025-07-27 09:39:04.552380,2025-07-27 09:40:44.127017,0 days 00:01:39.574637,0.3,0.001,0.99,COMPLETE
16,16,36604.5637943487,2025-07-27 09:40:44.127948,2025-07-27 09:42:23.785987,0 days 00:01:39.658039,0.3,0.001,0.99,COMPLETE
17,17,683.9944247519862,2025-07-27 09:42:23.788125,2025-07-27 09:43:58.738432,0 days 00:01:34.950307,0.3,0.001,0.999,COMPLETE
18,18,36604.5637943487,2025-07-27 09:43:58.739295,2025-07-27 09:45:38.863652,0 days 00:01:40.124357,0.3,0.001,0.99,COMPLETE
19,19,36604.5637943487,2025-07-27 09:45:38.864500,2025-07-27 09:47:19.179623,0 days 00:01:40.315123,0.3,0.001,0.99,COMPLETE
