,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,14627.511538496954,2025-07-27 07:33:36.577184,2025-07-27 07:35:11.209373,0 days 00:01:34.632189,"[0, 50, 100, 150]",relu,"[128, 128]",0.0001,COMPLETE
1,1,19652.936084209367,2025-07-27 07:35:11.210223,2025-07-27 07:36:41.927088,0 days 00:01:30.716865,"[0, 50, 100, 150]",tanh,"[64, 32]",0.0003,COMPLETE
2,2,4843.496584360468,2025-07-27 07:36:41.927826,2025-07-27 07:37:22.438451,0 days 00:00:40.510625,"[0, 10, 20, 30]",tanh,"[64, 32]",0.0001,COMPLETE
3,3,1464.4669599823903,2025-07-27 07:37:22.438832,2025-07-27 07:39:12.902870,0 days 00:01:50.464038,"[0, 30, 60, 90]",relu,"[256, 128, 64]",0.0001,COMPLETE
4,4,5276.899876785675,2025-07-27 07:39:12.903890,2025-07-27 07:41:49.078910,0 days 00:02:36.175020,"[0, 30, 60, 90]",tanh,"[128, 128]",0.0001,COMPLETE
5,5,2597.1505957994264,2025-07-27 07:41:49.079416,2025-07-27 07:43:10.356503,0 days 00:01:21.277087,"[0, 30, 60, 90]",tanh,"[128, 64, 32]",0.0001,COMPLETE
6,6,1934.5135914522195,2025-07-27 07:43:10.356924,2025-07-27 07:44:42.038660,0 days 00:01:31.681736,"[0, 50, 100, 150]",relu,"[128, 64]",0.0003,COMPLETE
7,7,13667.544534287921,2025-07-27 07:44:42.039559,2025-07-27 07:46:16.010359,0 days 00:01:33.970800,"[0, 50, 100, 150]",relu,"[256, 128]",0.0001,COMPLETE
8,8,-3060.5829317253933,2025-07-27 07:46:16.010872,2025-07-27 07:46:39.140150,0 days 00:00:23.129278,"[0, 10, 20, 30]",tanh,"[128, 64]",0.001,COMPLETE
9,9,-21781.37148721123,2025-07-27 07:46:39.140528,2025-07-27 07:48:11.229898,0 days 00:01:32.089370,"[0, 5, 10, 15, 20]",relu,"[128, 64, 32]",0.0003,COMPLETE
10,10,10302.967991750305,2025-07-27 07:48:11.230295,2025-07-27 07:48:46.574371,0 days 00:00:35.344076,"[0, 5, 10, 15, 20]",tanh,"[64, 32]",0.0003,COMPLETE
11,11,1934.5135914522195,2025-07-27 07:48:46.574760,2025-07-27 07:50:04.398342,0 days 00:01:17.823582,"[0, 50, 100, 150]",relu,"[128, 128]",0.001,COMPLETE
12,12,29139.120293523312,2025-07-27 07:50:04.399335,2025-07-27 07:52:04.108789,0 days 00:01:59.709454,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
13,13,10168.498634454689,2025-07-27 07:52:04.109267,2025-07-27 07:54:27.598102,0 days 00:02:23.488835,"[0, 50, 100, 150]",tanh,"[64, 64]",0.0003,COMPLETE
14,14,10168.498634454689,2025-07-27 07:54:27.599000,2025-07-27 07:56:51.419745,0 days 00:02:23.820745,"[0, 50, 100, 150]",tanh,"[64, 64]",0.0003,COMPLETE
15,15,15103.874502561095,2025-07-27 07:56:51.420730,2025-07-27 07:58:17.117054,0 days 00:01:25.696324,"[0, 50, 100, 150]",relu,"[32, 32]",0.0003,COMPLETE
16,16,29139.120293523312,2025-07-27 07:58:17.117434,2025-07-27 08:00:17.744404,0 days 00:02:00.626970,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
17,17,4200.326828845419,2025-07-27 08:00:17.745268,2025-07-27 08:01:45.043661,0 days 00:01:27.298393,"[0, 5, 10, 15, 20]",relu,"[64, 64]",0.0003,COMPLETE
18,18,-943.1659518380002,2025-07-27 08:01:45.044047,2025-07-27 08:03:09.217338,0 days 00:01:24.173291,"[0, 10, 20, 30]",relu,"[64, 64]",0.001,COMPLETE
19,19,29139.120293523312,2025-07-27 08:03:09.218138,2025-07-27 08:05:09.227306,0 days 00:02:00.009168,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
