,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,15399.589619719487,2025-07-27 05:06:08.282248,2025-07-27 05:07:38.323672,0 days 00:01:30.041424,"[0, 30, 60, 90]",relu,"[128, 64, 32]",0.001,COMPLETE
1,1,298.0699090645299,2025-07-27 05:07:38.324434,2025-07-27 05:09:10.270740,0 days 00:01:31.946306,"[0, 50, 100, 150]",relu,"[128, 64]",0.0001,COMPLETE
2,2,-2340.952715026786,2025-07-27 05:09:10.271690,2025-07-27 05:09:51.154092,0 days 00:00:40.882402,"[0, 30, 60, 90]",relu,"[64, 32]",0.001,COMPLETE
3,3,-67927.14910337502,2025-07-27 05:09:51.154669,2025-07-27 05:10:34.210639,0 days 00:00:43.055970,"[0, 5, 10, 15, 20]",relu,"[64, 32]",0.0001,COMPLETE
4,4,2241.792969450199,2025-07-27 05:10:34.211055,2025-07-27 05:12:06.709428,0 days 00:01:32.498373,"[0, 50, 100, 150]",relu,"[256, 128]",0.0001,COMPLETE
5,5,-4393.974446808308,2025-07-27 05:12:06.709915,2025-07-27 05:13:00.098972,0 days 00:00:53.389057,"[0, 10, 20, 30]",relu,"[256, 128, 64]",0.0003,COMPLETE
6,6,298.0699090645299,2025-07-27 05:13:00.100045,2025-07-27 05:14:30.673890,0 days 00:01:30.573845,"[0, 50, 100, 150]",relu,"[64, 32]",0.001,COMPLETE
7,7,-3820.386733329038,2025-07-27 05:14:30.674863,2025-07-27 05:15:50.512866,0 days 00:01:19.838003,"[0, 50, 100, 150]",relu,"[128, 64, 32]",0.001,COMPLETE
8,8,-3942.477921685881,2025-07-27 05:15:50.513249,2025-07-27 05:16:38.645334,0 days 00:00:48.132085,"[0, 30, 60, 90]",relu,"[64, 64]",0.001,COMPLETE
9,9,3198.370246466925,2025-07-27 05:16:38.645877,2025-07-27 05:17:18.859524,0 days 00:00:40.213647,"[0, 30, 60, 90]",tanh,"[64, 32]",0.0003,COMPLETE
10,10,2028.428116153783,2025-07-27 05:17:18.859964,2025-07-27 05:18:17.426233,0 days 00:00:58.566269,"[0, 10, 20, 30]",tanh,"[128, 128]",0.001,COMPLETE
11,11,-3634.606199603344,2025-07-27 05:18:17.427074,2025-07-27 05:19:17.853503,0 days 00:01:00.426429,"[0, 30, 60, 90]",tanh,"[128, 64, 32]",0.0003,COMPLETE
12,12,11406.938359787178,2025-07-27 05:19:17.853921,2025-07-27 05:20:52.872654,0 days 00:01:35.018733,"[0, 30, 60, 90]",tanh,"[32, 32]",0.0003,COMPLETE
13,13,11406.938359787178,2025-07-27 05:20:52.873579,2025-07-27 05:22:28.054647,0 days 00:01:35.181068,"[0, 30, 60, 90]",tanh,"[32, 32]",0.0003,COMPLETE
14,14,2029.8523306337454,2025-07-27 05:22:28.055214,2025-07-27 05:23:13.992223,0 days 00:00:45.937009,"[0, 5, 10, 15, 20]",tanh,"[32, 32]",0.0003,COMPLETE
15,15,-3876.573414487524,2025-07-27 05:23:13.992632,2025-07-27 05:24:00.987048,0 days 00:00:46.994416,"[0, 30, 60, 90]",tanh,"[128, 64, 32]",0.001,COMPLETE
16,16,11406.938359787178,2025-07-27 05:24:00.987586,2025-07-27 05:25:35.981547,0 days 00:01:34.993961,"[0, 30, 60, 90]",tanh,"[32, 32]",0.0003,COMPLETE
17,17,17386.41177392614,2025-07-27 05:25:35.981985,2025-07-27 05:26:59.692822,0 days 00:01:23.710837,"[0, 30, 60, 90]",tanh,"[256, 128]",0.001,COMPLETE
18,18,23064.486838239394,2025-07-27 05:26:59.693559,2025-07-27 05:27:39.226036,0 days 00:00:39.532477,"[0, 10, 20, 30]",relu,"[256, 128]",0.001,COMPLETE
19,19,15041.092976145288,2025-07-27 05:27:39.226418,2025-07-27 05:28:12.019660,0 days 00:00:32.793242,"[0, 10, 20, 30]",tanh,"[256, 128]",0.001,COMPLETE
