,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,-2771.9711087436735,2025-07-27 04:11:43.316919,2025-07-27 04:13:15.664749,0 days 00:01:32.347830,"[0, 50, 100, 150]",tanh,"[128, 128]",0.0003,COMPLETE
1,1,-3188.6545086696005,2025-07-27 04:13:15.666120,2025-07-27 04:16:03.553054,0 days 00:02:47.886934,"[0, 50, 100, 150]",relu,"[128, 64, 32]",0.0001,COMPLETE
2,2,3291.637000149709,2025-07-27 04:16:03.553983,2025-07-27 04:16:16.932025,0 days 00:00:13.378042,"[0, 10, 20, 30]",relu,"[256, 128]",0.0001,COMPLETE
3,3,3282.835095469095,2025-07-27 04:16:16.932389,2025-07-27 04:16:37.054342,0 days 00:00:20.121953,"[0, 5, 10, 15, 20]",tanh,"[32, 32]",0.001,COMPLETE
4,4,6979.727753093726,2025-07-27 04:16:37.054724,2025-07-27 04:18:01.534974,0 days 00:01:24.480250,"[0, 50, 100, 150]",relu,"[128, 64]",0.0003,COMPLETE
5,5,-1642.03637271177,2025-07-27 04:18:01.535772,2025-07-27 04:18:28.184453,0 days 00:00:26.648681,"[0, 5, 10, 15, 20]",tanh,"[128, 64]",0.0001,COMPLETE
6,6,-1874.175993174487,2025-07-27 04:18:28.184849,2025-07-27 04:19:37.400663,0 days 00:01:09.215814,"[0, 5, 10, 15, 20]",tanh,"[128, 128]",0.0003,COMPLETE
7,7,3282.835095469095,2025-07-27 04:19:37.401513,2025-07-27 04:20:03.283343,0 days 00:00:25.881830,"[0, 5, 10, 15, 20]",tanh,"[64, 32]",0.0001,COMPLETE
8,8,3653.553530508206,2025-07-27 04:20:03.283749,2025-07-27 04:21:34.552489,0 days 00:01:31.268740,"[0, 50, 100, 150]",relu,"[128, 64]",0.0001,COMPLETE
9,9,-1642.03637271177,2025-07-27 04:21:34.552868,2025-07-27 04:22:02.290245,0 days 00:00:27.737377,"[0, 5, 10, 15, 20]",relu,"[256, 128, 64]",0.0001,COMPLETE
10,10,-4026.773349266477,2025-07-27 04:22:02.290628,2025-07-27 04:22:55.546178,0 days 00:00:53.255550,"[0, 30, 60, 90]",relu,"[64, 64]",0.0003,COMPLETE
11,11,-2451.898020689373,2025-07-27 04:22:55.546675,2025-07-27 04:24:25.387046,0 days 00:01:29.840371,"[0, 50, 100, 150]",relu,"[128, 64]",0.001,COMPLETE
12,12,6979.727753093726,2025-07-27 04:24:25.388143,2025-07-27 04:25:49.415607,0 days 00:01:24.027464,"[0, 50, 100, 150]",relu,"[128, 64]",0.0003,COMPLETE
13,13,6979.727753093726,2025-07-27 04:25:49.415981,2025-07-27 04:27:13.405800,0 days 00:01:23.989819,"[0, 50, 100, 150]",relu,"[128, 64]",0.0003,COMPLETE
14,14,-4548.684451780432,2025-07-27 04:27:13.406758,2025-07-27 04:27:32.564573,0 days 00:00:19.157815,"[0, 10, 20, 30]",relu,"[128, 64]",0.0003,COMPLETE
15,15,-3678.114470216758,2025-07-27 04:27:32.564944,2025-07-27 04:28:23.516065,0 days 00:00:50.951121,"[0, 30, 60, 90]",relu,"[128, 64, 32]",0.0003,COMPLETE
16,16,8174.583269076638,2025-07-27 04:28:23.516473,2025-07-27 04:29:46.270244,0 days 00:01:22.753771,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
17,17,8174.583269076638,2025-07-27 04:29:46.271042,2025-07-27 04:31:08.560185,0 days 00:01:22.289143,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
18,18,-3396.3806518113165,2025-07-27 04:31:08.560601,2025-07-27 04:32:44.847511,0 days 00:01:36.286910,"[0, 50, 100, 150]",relu,"[64, 64]",0.001,COMPLETE
19,19,-4427.1096659367795,2025-07-27 04:32:44.849017,2025-07-27 04:32:58.554394,0 days 00:00:13.705377,"[0, 10, 20, 30]",relu,"[64, 64]",0.0003,COMPLETE
