,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,-1401.0030752970717,2025-07-26 12:57:48.311135,2025-07-26 12:58:39.794471,0 days 00:00:51.483336,"[0, 10, 20, 30]",relu,"[4, 4, 4]",0.01,COMPLETE
1,1,5110.3891454072145,2025-07-26 12:58:39.794849,2025-07-26 12:59:37.099689,0 days 00:00:57.304840,"[0, 50, 100]",tanh,"[10, 2]",0.005,COMPLETE
2,2,-2138.4709816849277,2025-07-26 12:59:37.100793,2025-07-26 13:00:29.342647,0 days 00:00:52.241854,"[0, 25, 50]",relu,"[6, 6, 6]",0.001,COMPLETE
3,3,12267.443924505063,2025-07-26 13:00:29.343227,2025-07-26 13:01:23.948549,0 days 00:00:54.605322,"[0, 25, 50]",sigmoid,"[8, 2]",5e-05,COMPLETE
4,4,7704.57502742089,2025-07-26 13:01:23.949722,2025-07-26 13:02:01.983271,0 days 00:00:38.033549,"[0, 45, 50, 55]",tanh,"[10, 4]",0.0001,COMPLETE
