,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,-3790.2438091813883,2025-07-26 12:19:18.779174,2025-07-26 12:19:43.444499,0 days 00:00:24.665325,"[0, 45, 50, 55]",tanh,"[10, 2]",0.01,COMPLETE
1,1,-5558.440878110044,2025-07-26 12:19:43.444913,2025-07-26 12:19:56.943164,0 days 00:00:13.498251,"[0, 25, 50]",sigmoid,"[10, 2]",0.01,COMPLETE
2,2,-5473.593873407438,2025-07-26 12:19:56.944191,2025-07-26 12:20:06.323953,0 days 00:00:09.379762,"[0, 10, 20, 30]",tanh,"[10, 8]",0.0005,COMPLETE
3,3,-3790.2438091813883,2025-07-26 12:20:06.324511,2025-07-26 12:20:44.972873,0 days 00:00:38.648362,"[0, 45, 50, 55]",sigmoid,"[6, 2]",1e-05,COMPLETE
4,4,-5558.440878110044,2025-07-26 12:20:44.973893,2025-07-26 12:21:12.437078,0 days 00:00:27.463185,"[0, 25, 50]",sigmoid,"[8, 8]",0.0005,COMPLETE
