,number,value,datetime_start,datetime_complete,duration,params_clip_range,params_ent_coef,params_gamma,state
0,0,40564.46722825661,2025-08-08 16:02:14.913960,2025-08-08 16:03:45.317057,0 days 00:01:30.403097,0.3,1e-05,0.99,COMPLETE
1,1,1943.8071013252957,2025-08-08 16:03:45.317938,2025-08-08 16:05:10.105652,0 days 00:01:24.787714,0.2,1e-05,0.9999,COMPLETE
2,2,7673.354653111678,2025-08-08 16:05:10.106794,2025-08-08 16:06:40.924919,0 days 00:01:30.818125,0.3,1e-05,0.9999,COMPLETE
3,3,40564.46722825661,2025-08-08 16:06:40.925891,2025-08-08 16:08:13.828210,0 days 00:01:32.902319,0.3,1e-05,0.99,COMPLETE
4,4,40564.46722825661,2025-08-08 16:08:13.829257,2025-08-08 16:09:49.314749,0 days 00:01:35.485492,0.3,1e-05,0.99,COMPLETE
5,5,-1418.1523503214837,2025-08-08 16:09:49.315813,2025-08-08 16:10:16.703402,0 days 00:00:27.387589,0.1,1e-05,0.999,COMPLETE
6,6,40564.46722825661,2025-08-08 16:10:16.704369,2025-08-08 16:11:39.263361,0 days 00:01:22.558992,0.1,0.01,0.99,COMPLETE
7,7,-2470.11214921818,2025-08-08 16:11:39.264258,2025-08-08 16:12:08.531169,0 days 00:00:29.266911,0.1,1e-05,0.9999,COMPLETE
8,8,40564.46722825661,2025-08-08 16:12:08.531703,2025-08-08 16:13:35.587795,0 days 00:01:27.056092,0.3,0.01,0.99,COMPLETE
9,9,40564.46722825661,2025-08-08 16:13:35.588782,2025-08-08 16:15:01.912765,0 days 00:01:26.323983,0.2,0.01,0.99,COMPLETE
10,10,40564.46722825661,2025-08-08 16:15:01.913817,2025-08-08 16:16:28.356368,0 days 00:01:26.442551,0.3,0.001,0.999,COMPLETE
11,11,40564.46722825661,2025-08-08 16:16:28.356740,2025-08-08 16:17:54.532335,0 days 00:01:26.175595,0.3,0.001,0.99,COMPLETE
12,12,40564.46722825661,2025-08-08 16:17:54.533266,2025-08-08 16:19:20.988944,0 days 00:01:26.455678,0.3,1e-05,0.99,COMPLETE
13,13,40564.46722825661,2025-08-08 16:19:20.989950,2025-08-08 16:20:47.246765,0 days 00:01:26.256815,0.3,1e-05,0.99,COMPLETE
14,14,40564.46722825661,2025-08-08 16:20:47.247983,2025-08-08 16:22:13.399534,0 days 00:01:26.151551,0.3,1e-05,0.99,COMPLETE
15,15,40564.46722825661,2025-08-08 16:22:13.400513,2025-08-08 16:23:29.377593,0 days 00:01:15.977080,0.2,0.001,0.999,COMPLETE
16,16,40564.46722825661,2025-08-08 16:23:29.377938,2025-08-08 16:24:55.289706,0 days 00:01:25.911768,0.3,1e-05,0.99,COMPLETE
17,17,40564.46722825661,2025-08-08 16:24:55.290720,2025-08-08 16:26:20.837066,0 days 00:01:25.546346,0.3,1e-05,0.99,COMPLETE
18,18,1574.9868936030805,2025-08-08 16:26:20.837430,2025-08-08 16:26:50.892833,0 days 00:00:30.055403,0.1,0.01,0.9999,COMPLETE
19,19,40564.46722825661,2025-08-08 16:26:50.893330,2025-08-08 16:28:07.166207,0 days 00:01:16.272877,0.2,0.001,0.999,COMPLETE
