,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,-4288.18875329785,2025-08-08 12:56:19.159832,2025-08-08 12:56:53.057984,0 days 00:00:33.898152,"[0, 5, 10, 15, 20]",relu,"[256, 128, 64]",0.0003,COMPLETE
1,1,-1874.175993174487,2025-08-08 12:56:53.058647,2025-08-08 12:57:12.246042,0 days 00:00:19.187395,"[0, 5, 10, 15, 20]",tanh,"[32, 32]",0.0003,COMPLETE
2,2,-5005.493703224932,2025-08-08 12:57:12.246466,2025-08-08 12:57:38.487896,0 days 00:00:26.241430,"[0, 10, 20, 30]",tanh,"[256, 128]",0.001,COMPLETE
3,3,-4026.773349266477,2025-08-08 12:57:38.488295,2025-08-08 12:58:22.991992,0 days 00:00:44.503697,"[0, 30, 60, 90]",tanh,"[32, 32]",0.0001,COMPLETE
4,4,-971.2831811123483,2025-08-08 12:58:22.992394,2025-08-08 12:59:39.757124,0 days 00:01:16.764730,"[0, 5, 10, 15, 20]",tanh,"[32, 32]",0.001,COMPLETE
5,5,5447.894362877371,2025-08-08 12:59:39.757807,2025-08-08 13:00:07.403976,0 days 00:00:27.646169,"[0, 5, 10, 15, 20]",relu,"[128, 128]",0.0001,COMPLETE
6,6,595.3338638798017,2025-08-08 13:00:07.404386,2025-08-08 13:00:30.457967,0 days 00:00:23.053581,"[0, 5, 10, 15, 20]",relu,"[64, 32]",0.0001,COMPLETE
7,7,-1717.6957576171485,2025-08-08 13:00:30.458345,2025-08-08 13:00:57.666336,0 days 00:00:27.207991,"[0, 5, 10, 15, 20]",tanh,"[256, 128, 64]",0.0003,COMPLETE
8,8,4142.279211708814,2025-08-08 13:00:57.666737,2025-08-08 13:02:10.581666,0 days 00:01:12.914929,"[0, 50, 100, 150]",tanh,"[64, 64]",0.0003,COMPLETE
9,9,-1212.3786930988456,2025-08-08 13:02:10.582040,2025-08-08 13:03:50.562136,0 days 00:01:39.980096,"[0, 50, 100, 150]",tanh,"[256, 128]",0.0001,COMPLETE
10,10,-3765.165581037393,2025-08-08 13:03:50.562529,2025-08-08 13:04:37.988983,0 days 00:00:47.426454,"[0, 30, 60, 90]",relu,"[128, 128]",0.0001,COMPLETE
11,11,-3784.9446275857326,2025-08-08 13:04:37.989382,2025-08-08 13:05:47.089644,0 days 00:01:09.100262,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
12,12,8724.453430726538,2025-08-08 13:05:47.090157,2025-08-08 13:07:19.278803,0 days 00:01:32.188646,"[0, 50, 100, 150]",relu,"[64, 64]",0.0001,COMPLETE
13,13,-5173.525437780599,2025-08-08 13:07:19.279253,2025-08-08 13:07:40.653450,0 days 00:00:21.374197,"[0, 10, 20, 30]",relu,"[128, 128]",0.0001,COMPLETE
14,14,-3516.307197480039,2025-08-08 13:07:40.653828,2025-08-08 13:09:17.099221,0 days 00:01:36.445393,"[0, 50, 100, 150]",relu,"[128, 64, 32]",0.0001,COMPLETE
15,15,-2662.1876429213667,2025-08-08 13:09:17.099624,2025-08-08 13:11:11.795109,0 days 00:01:54.695485,"[0, 50, 100, 150]",relu,"[128, 128]",0.0001,COMPLETE
16,16,-5160.232295509946,2025-08-08 13:11:11.795536,2025-08-08 13:11:26.560906,0 days 00:00:14.765370,"[0, 10, 20, 30]",relu,"[128, 64]",0.0001,COMPLETE
17,17,-5461.229993318212,2025-08-08 13:11:26.561286,2025-08-08 13:12:03.649756,0 days 00:00:37.088470,"[0, 30, 60, 90]",relu,"[64, 64]",0.001,COMPLETE
18,18,-1935.5672241644197,2025-08-08 13:12:03.650135,2025-08-08 13:14:50.019401,0 days 00:02:46.369266,"[0, 50, 100, 150]",relu,"[64, 32]",0.0001,COMPLETE
19,19,-4288.18875329785,2025-08-08 13:14:50.019884,2025-08-08 13:15:03.048681,0 days 00:00:13.028797,"[0, 5, 10, 15, 20]",relu,"[128, 64, 32]",0.0001,COMPLETE
