,number,value,datetime_start,datetime_complete,duration,params_clip_range,params_ent_coef,params_gamma,state
0,0,19873.375169048013,2025-08-08 10:06:41.520931,2025-08-08 10:08:48.521607,0 days 00:02:07.000676,0.2,1e-05,0.99,COMPLETE
1,1,12185.400192525458,2025-08-08 10:08:48.522383,2025-08-08 10:10:12.148414,0 days 00:01:23.626031,0.2,1e-05,0.9999,COMPLETE
2,2,22151.11672536196,2025-08-08 10:10:12.148943,2025-08-08 10:12:10.738265,0 days 00:01:58.589322,0.2,0.01,0.99,COMPLETE
3,3,15582.82412713737,2025-08-08 10:12:10.738731,2025-08-08 10:13:52.725421,0 days 00:01:41.986690,0.1,0.001,0.999,COMPLETE
4,4,12185.400192525458,2025-08-08 10:13:52.726408,2025-08-08 10:15:34.506820,0 days 00:01:41.780412,0.3,1e-05,0.999,COMPLETE
5,5,12185.400192525458,2025-08-08 10:15:34.507799,2025-08-08 10:16:59.222087,0 days 00:01:24.714288,0.1,1e-05,0.999,COMPLETE
6,6,12185.400192525458,2025-08-08 10:16:59.222463,2025-08-08 10:18:24.830109,0 days 00:01:25.607646,0.1,1e-05,0.999,COMPLETE
7,7,12185.400192525458,2025-08-08 10:18:24.830996,2025-08-08 10:19:48.370727,0 days 00:01:23.539731,0.2,0.001,0.9999,COMPLETE
8,8,12185.400192525458,2025-08-08 10:19:48.371282,2025-08-08 10:21:13.804118,0 days 00:01:25.432836,0.1,1e-05,0.999,COMPLETE
9,9,12185.400192525458,2025-08-08 10:21:13.804499,2025-08-08 10:22:41.079748,0 days 00:01:27.275249,0.1,0.01,0.999,COMPLETE
10,10,1486.1442659394463,2025-08-08 10:22:41.080626,2025-08-08 10:25:04.353392,0 days 00:02:23.272766,0.3,0.01,0.99,COMPLETE
11,11,22151.11672536196,2025-08-08 10:25:04.354351,2025-08-08 10:27:01.921301,0 days 00:01:57.566950,0.2,0.01,0.99,COMPLETE
12,12,22151.11672536196,2025-08-08 10:27:01.922359,2025-08-08 10:28:57.995416,0 days 00:01:56.073057,0.2,0.01,0.99,COMPLETE
13,13,22151.11672536196,2025-08-08 10:28:57.995799,2025-08-08 10:30:53.875344,0 days 00:01:55.879545,0.2,0.01,0.99,COMPLETE
14,14,22151.11672536196,2025-08-08 10:30:53.875865,2025-08-08 10:32:50.603590,0 days 00:01:56.727725,0.2,0.01,0.99,COMPLETE
15,15,22151.11672536196,2025-08-08 10:32:50.605290,2025-08-08 10:34:47.477344,0 days 00:01:56.872054,0.2,0.01,0.99,COMPLETE
16,16,22151.11672536196,2025-08-08 10:34:47.477724,2025-08-08 10:36:44.546415,0 days 00:01:57.068691,0.2,0.01,0.99,COMPLETE
17,17,12185.400192525458,2025-08-08 10:36:44.546770,2025-08-08 10:38:08.955426,0 days 00:01:24.408656,0.3,0.01,0.9999,COMPLETE
18,18,20072.795512850258,2025-08-08 10:38:08.956300,2025-08-08 10:39:58.526830,0 days 00:01:49.570530,0.2,0.001,0.99,COMPLETE
19,19,22151.11672536196,2025-08-08 10:39:58.527725,2025-08-08 10:41:56.069491,0 days 00:01:57.541766,0.2,0.01,0.99,COMPLETE
