,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,2317.2536472707184,2025-08-08 15:29:31.057947,2025-08-08 15:30:21.029734,0 days 00:00:49.971787,"[0, 10, 20, 30]",tanh,"[128, 64]",0.0001,COMPLETE
1,1,4992.157046256399,2025-08-08 15:30:21.031610,2025-08-08 15:32:25.098448,0 days 00:02:04.066838,"[0, 5, 10, 15, 20]",tanh,"[128, 128]",0.0003,COMPLETE
2,2,4992.157046256399,2025-08-08 15:32:25.099307,2025-08-08 15:33:53.804923,0 days 00:01:28.705616,"[0, 5, 10, 15, 20]",relu,"[32, 32]",0.0003,COMPLETE
3,3,4992.157046256399,2025-08-08 15:33:53.806016,2025-08-08 15:35:00.120619,0 days 00:01:06.314603,"[0, 5, 10, 15, 20]",relu,"[64, 64]",0.0003,COMPLETE
4,4,40564.46722825661,2025-08-08 15:35:00.121195,2025-08-08 15:36:27.852732,0 days 00:01:27.731537,"[0, 10, 20, 30]",relu,"[64, 64]",0.0003,COMPLETE
5,5,5143.6129011448475,2025-08-08 15:36:27.853123,2025-08-08 15:38:01.568228,0 days 00:01:33.715105,"[0, 50, 100, 150]",tanh,"[128, 64, 32]",0.0003,COMPLETE
6,6,40564.46722825661,2025-08-08 15:38:01.569139,2025-08-08 15:39:17.407095,0 days 00:01:15.837956,"[0, 10, 20, 30]",relu,"[128, 64]",0.0001,COMPLETE
7,7,6426.958818314932,2025-08-08 15:39:17.408098,2025-08-08 15:40:57.656993,0 days 00:01:40.248895,"[0, 50, 100, 150]",tanh,"[256, 128, 64]",0.001,COMPLETE
8,8,4992.157046256399,2025-08-08 15:40:57.657935,2025-08-08 15:43:04.071802,0 days 00:02:06.413867,"[0, 5, 10, 15, 20]",relu,"[128, 64, 32]",0.001,COMPLETE
9,9,11978.210720020112,2025-08-08 15:43:04.072770,2025-08-08 15:45:59.482671,0 days 00:02:55.409901,"[0, 50, 100, 150]",relu,"[64, 64]",0.0003,COMPLETE
10,10,9885.504444539622,2025-08-08 15:45:59.483676,2025-08-08 15:47:33.144382,0 days 00:01:33.660706,"[0, 30, 60, 90]",relu,"[256, 128]",0.001,COMPLETE
11,11,40564.46722825661,2025-08-08 15:47:33.145316,2025-08-08 15:48:47.730168,0 days 00:01:14.584852,"[0, 10, 20, 30]",relu,"[128, 64]",0.0001,COMPLETE
12,12,513.458400690198,2025-08-08 15:48:47.731144,2025-08-08 15:50:23.559707,0 days 00:01:35.828563,"[0, 10, 20, 30]",relu,"[64, 32]",0.0001,COMPLETE
13,13,40564.46722825661,2025-08-08 15:50:23.560801,2025-08-08 15:51:40.357008,0 days 00:01:16.796207,"[0, 10, 20, 30]",relu,"[128, 64]",0.0001,COMPLETE
14,14,40564.46722825661,2025-08-08 15:51:40.357992,2025-08-08 15:53:09.986072,0 days 00:01:29.628080,"[0, 10, 20, 30]",relu,"[64, 64]",0.0001,COMPLETE
15,15,34217.814637057345,2025-08-08 15:53:09.987211,2025-08-08 15:54:50.108697,0 days 00:01:40.121486,"[0, 30, 60, 90]",relu,"[64, 32]",0.0003,COMPLETE
16,16,-5627.447971730626,2025-08-08 15:54:50.109737,2025-08-08 15:56:39.409102,0 days 00:01:49.299365,"[0, 10, 20, 30]",relu,"[256, 128]",0.0001,COMPLETE
17,17,40564.46722825661,2025-08-08 15:56:39.410054,2025-08-08 15:58:32.338492,0 days 00:01:52.928438,"[0, 10, 20, 30]",relu,"[256, 128, 64]",0.0003,COMPLETE
18,18,380.30857564413753,2025-08-08 15:58:32.339631,2025-08-08 16:00:43.607809,0 days 00:02:11.268178,"[0, 10, 20, 30]",tanh,"[128, 128]",0.0001,COMPLETE
19,19,34217.814637057345,2025-08-08 16:00:43.608890,2025-08-08 16:02:14.889381,0 days 00:01:31.280491,"[0, 30, 60, 90]",relu,"[32, 32]",0.001,COMPLETE
