,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,17278.29115031088,2025-07-21 17:46:40.472133,2025-07-21 17:47:30.985386,0 days 00:00:50.513253,"[0, 25, 50]",relu,"[6, 2]",0.001,COMPLETE
1,1,-3894.0181533818827,2025-07-21 17:47:30.986142,2025-07-21 17:47:43.547345,0 days 00:00:12.561203,"[0, 10, 15, 20]",relu,"[10, 4]",0.005,COMPLETE
2,2,17278.29115031088,2025-07-21 17:47:43.547771,2025-07-21 17:48:54.280962,0 days 00:01:10.733191,"[0, 25, 50]",relu,"[6, 6, 6]",1e-05,COMPLETE
3,3,-3894.0181533818827,2025-07-21 17:48:54.281971,2025-07-21 17:50:03.893887,0 days 00:01:09.611916,"[0, 10, 15, 20]",relu,"[10, 2]",0.01,COMPLETE
4,4,-3894.0181533818827,2025-07-21 17:50:03.894488,2025-07-21 17:51:18.673540,0 days 00:01:14.779052,"[0, 10, 15, 20]",relu,"[10, 2]",5e-05,COMPLETE
