,number,value,datetime_start,datetime_complete,duration,params_action_values,params_activation,params_dim_hidden_layers,params_learning_rate,state
0,0,-1641.5721124944473,2025-07-21 17:06:53.561907,2025-07-21 17:07:28.081739,0 days 00:00:34.519832,"[0, 25, 50]",tanh,"[10, 4]",0.01,COMPLETE
1,1,-133154.54713633898,2025-07-21 17:07:28.082444,2025-07-21 17:08:24.456305,0 days 00:00:56.373861,"[0, 10, 15, 20]",relu,"[10, 2]",0.0005,COMPLETE
2,2,1260.8073790439435,2025-07-21 17:08:24.457237,2025-07-21 17:08:57.699644,0 days 00:00:33.242407,"[0, 45, 50, 55]",relu,"[8, 8]",0.01,COMPLETE
3,3,2280.3669490231523,2025-07-21 17:08:57.701515,2025-07-21 17:10:33.464184,0 days 00:01:35.762669,"[0, 10, 20, 30]",relu,"[8, 4]",0.001,COMPLETE
4,4,32.15217882803699,2025-07-21 17:10:33.465302,2025-07-21 17:11:05.418857,0 days 00:00:31.953555,"[0, 25, 50]",tanh,"[10, 2]",5e-05,COMPLETE
